post_created,post_text,user_id
Thu Jan 03 20:13:42 +0000 2013,RT  Thats how upset I just got.,1058067937
Thu Jan 03 20:13:36 +0000 2013,RT  Im sorry. Cutting just made me feel so much better.,1058067937
Thu Jan 03 20:13:30 +0000 2013,RT  Their so deep.,1058067937
Thu Jan 03 20:13:26 +0000 2013,"RT  I promised people I would never cut again, but you have driven me over the edge. I had too.",1058067937
Thu Jan 03 20:13:03 +0000 2013, Im done trying.,1058067937
Thu Jan 03 20:12:51 +0000 2013,RT  Im done trying.,1058067937
Thu Jan 03 20:12:43 +0000 2013,RT  Im done trying to be someone who I obviously wasnt meant to be.,1058067937
Thu Jan 03 20:12:42 +0000 2013,RT  Im done trying to be a good friend.,1058067937
Thu Jan 03 20:11:42 +0000 2013,RT  Im done trying to make you happy.,1058067937
Thu Jan 03 20:11:35 +0000 2013,RT  Im done trying to make other friends.,1058067937
Thu Jan 03 20:11:35 +0000 2013,RT  Im done trying to ignore the situation like you are.,1058067937
Thu Jan 03 20:11:29 +0000 2013,RT  Im done trying to stop cutting.,1058067937
Thu Jan 03 20:11:19 +0000 2013,RT  Im done trying to be the best I can be.,1058067937
Thu Jan 03 20:11:15 +0000 2013,"RT  Lets face it... Im not perfect and you want me to be, so thats obviously why you only come to me when you need som ...",1058067937
Thu Jan 03 20:10:53 +0000 2013,RT  StoryBehindMyScar friends,1058067937
Thu Jan 03 20:10:44 +0000 2013,RT  StoryBehindMyScar backstabbers...,1058067937
Thu Jan 03 20:10:43 +0000 2013,RT  StoryBehindMyScar love...,1058067937
Thu Jan 03 20:10:34 +0000 2013,RT  StoryBehindMyScar death...,1058067937
Thu Jan 03 20:07:18 +0000 2013,i havent looked at my scissors in weeks... but last night it was tempting and i couldnt help myself... NoMoreButterflies,1058067937
Thu Jan 03 19:59:56 +0000 2013,i wish someone actually cared.,1058067937
Thu Jan 03 19:59:03 +0000 2013,"much less, myself.",1058067937
Thu Jan 03 19:58:52 +0000 2013,i wish i had control of my own life....,1058067937
Thu Jan 03 19:57:37 +0000 2013,i wish i was stronger..,1058067937
Thu Jan 03 19:12:24 +0000 2013,the nights are the worst because thats when i start thinking about everything bad and lose it... cutterprobz,1058067937
Thu Jan 03 18:50:10 +0000 2013,RT  I cant take this anymore. Id rather be dead.,1058067937
Thu Jan 03 18:49:47 +0000 2013, Sometimes I think stop but I know I deserve everything Ive done to myself.,1058067937
Thu Jan 03 18:49:36 +0000 2013,"RT  If I killed myself, would you even miss me?",1058067937
Thu Jan 03 18:49:20 +0000 2013, This explains everything.  AMEN,1058067937
Thu Jan 03 18:48:43 +0000 2013,hope it haunts you forever that youre the reason for the scars on my body.,1058067937
Thu Jan 03 18:47:35 +0000 2013,im sorry.,1058067937
Thu Jan 03 18:47:15 +0000 2013,im sorry i lie and say im fine.,1058067937
Thu Jan 03 18:46:33 +0000 2013,im sorry i hide my emotions.,1058067937
Thu Jan 03 18:45:32 +0000 2013,im sorry i want to kill myself.,1058067937
Thu Jan 03 18:44:19 +0000 2013,im sorry i want to die.,1058067937
Thu Jan 03 18:43:42 +0000 2013,im sorry i want to give up.,1058067937
Thu Jan 03 18:43:04 +0000 2013,im sorry i break promises.,1058067937
Thu Jan 03 18:42:39 +0000 2013,im sorry i cut.,1058067937
Thu Jan 03 18:42:28 +0000 2013,im sorry im not perfect.,1058067937
Thu Jan 03 18:38:23 +0000 2013,you dont know what its like to feel unwanted...,1058067937
Thu Jan 03 18:37:43 +0000 2013,RT  I wanna cut. I wanna cut. I wanna cut. I wanna cut. I wanna cut. I wanna cut. I wanna cut. I wanna cut. I wanna cut ...,1058067937
Thu Jan 03 18:37:40 +0000 2013,RT  Ive been doing so well but tonight things have started to go downhill again...,1058067937
Thu Jan 03 18:37:34 +0000 2013,RT  Feeling light headed all the time,1058067937
Thu Jan 03 18:36:27 +0000 2013,because im so sick of being called fat everyday.,1058067937
Thu Jan 03 18:34:37 +0000 2013,You want to know why Im underweight?,1058067937
Thu Jan 03 18:32:45 +0000 2013,every day i fight with myself.,1058067937
Thu Jan 03 18:31:26 +0000 2013,Do you have any idea what it feels like to never be good enough?,1058067937
Thu Jan 03 18:28:46 +0000 2013,Im losing my mind. Everything is falling apart. I dont know how much more I can handle...,1058067937
Thu Jan 03 18:27:30 +0000 2013,RT  Where were you when I needed you most?,1058067937
Thu Jan 03 18:26:48 +0000 2013,i get told everyday so i know its true.,1058067937
Thu Jan 03 18:26:32 +0000 2013,im worthless...,1058067937
Thu Jan 03 18:26:32 +0000 2013,im worthless...,1058067937
Thu Jan 03 18:25:10 +0000 2013,tweetyourfear not having peope there for me &lt;3,1058067937
Thu Jan 03 18:23:32 +0000 2013,"when i get in a fight with my bestfriend, cut cut cut.",1058067937
Thu Jan 03 18:20:35 +0000 2013,StoryBehindMyScar which one of them? /,1058067937
Thu Jan 03 18:19:49 +0000 2013,RT  “ Sometimes the people who act the happiest are the ones who are going through the most.” That is SO me!,1058067937
Thu Jan 03 18:19:03 +0000 2013,but who would love a girl who cuts herself?,1058067937
Thu Jan 03 18:18:38 +0000 2013,i want to be loved...,1058067937
Thu Jan 03 18:17:21 +0000 2013,Things I have achieved in 2012 1) I didnt kill myself 2) I didnt kill anyone else.,1058067937
Thu Jan 03 18:13:32 +0000 2013,RT  WeLiveInAGenerationWhere Mental illness has taken over the minds of many teenagers and is destroying the lives of them  ...,1058067937
Thu Jan 03 18:13:16 +0000 2013,i love slapping my fresh ones and feeling it burrrrn &lt;3,1058067937
Thu Jan 03 18:12:37 +0000 2013,"god, the burning sensation is amazing &lt;3",1058067937
Thu Jan 03 15:54:11 +0000 2013,I paint a pretty picture but my story has a twist. My paintbrush is my razor &amp; my canvas is my wrist &lt;3,1058067937
Thu Jan 03 15:39:36 +0000 2013,I stopped... then I just lost it &amp; started again.,1058067937
Thu Jan 03 15:38:54 +0000 2013,Cutting... You dont know how much better it makes me feel &lt;3,1058067937
Thu Jan 03 15:38:54 +0000 2013,Cutting... You dont know how much better it makes me feel &lt;3,1058067937
Wed Dec 02 07:26:58 +0000 2015,I was diagnosed with depression in 9th grade but Id be damned if I wasnt the funniest mf in class.. lol,377696171
Wed Dec 02 07:25:34 +0000 2015,A lot of times funny people enjoy making others laugh cause they know how it feels to have nothing to smile about.. ,377696171
Wed Dec 02 07:22:11 +0000 2015,RT  Lol these niggas dumb,377696171
Wed Dec 02 07:21:47 +0000 2015,RT  Bro lets not do this again 😂😂😂 ,377696171
Wed Dec 02 07:21:32 +0000 2015,Me and Kellen used to get hella virusus on his moms computer then try to save up money to fix it back in Jr. High 😂,377696171
Wed Dec 02 07:19:53 +0000 2015,This how TwitterAfterDark started in 12 😂,377696171
Wed Dec 02 07:19:17 +0000 2015,RT  Lefty and Righty are always down for a good time when no one else is 😂😂😂 ,377696171
Wed Dec 02 07:18:36 +0000 2015,My nigga 😂😂😌 ,377696171
Wed Dec 02 07:18:20 +0000 2015,RT  I was on reality kings religiously around 5th grade. Those cool too tho. ,377696171
Wed Dec 02 07:16:37 +0000 2015,"RT  Having anxiety is the worst thing someone can go thru, idc what anyone says",377696171
Wed Dec 02 07:15:37 +0000 2015,RT  So we gonna act like BET Uncut didnt exist?  ,377696171
Wed Dec 02 07:15:28 +0000 2015,Im weak 😂,377696171
Wed Dec 02 07:11:24 +0000 2015,"RT  Yeesssss I still called her Ms. Lehman though because in my eyes, she never got married ",377696171
Wed Dec 02 07:10:36 +0000 2015,RT   I haaaate you 😂,377696171
Wed Dec 02 07:10:20 +0000 2015,Mrs. Engle was one of a kind..,377696171
Wed Dec 02 07:09:53 +0000 2015,"I knew I was going threw puberty when I saw my 7th grade English teacher eating a banana and thinking, Damn, what that mouf do?..",377696171
Wed Dec 02 07:01:20 +0000 2015,My phone always dying faster than Chris Brown in Stomp The Yard..,377696171
Wed Dec 02 06:58:10 +0000 2015,RT  Damn if it was acting like these hos youd be fucked.. ,377696171
Wed Dec 02 06:57:11 +0000 2015,RT  having a good heart fucks you up in this generation,377696171
Wed Dec 02 06:48:00 +0000 2015,I dont know his name but he looks like a Cornelius.,377696171
Wed Dec 02 06:47:22 +0000 2015,Free my nigga Cornelius. He aint do shit.. ,377696171
Wed Dec 02 06:44:23 +0000 2015,Ive just been exhausted lately..,377696171
Wed Dec 02 06:43:18 +0000 2015,CyberHoe ,377696171
Wed Dec 02 06:42:45 +0000 2015,RT  All I want. ,377696171
Wed Dec 02 05:35:00 +0000 2015,RT  You aint lien 👀 ,377696171
Wed Dec 02 05:12:53 +0000 2015, got all the best free movies online..,377696171
Wed Dec 02 05:11:27 +0000 2015," Damn bro, sorry to hear that. You in my shoes now.",377696171
Wed Dec 02 02:45:52 +0000 2015, what happened my nigga?,377696171
Wed Dec 02 02:44:19 +0000 2015,  You just make that? Dope,377696171
Wed Dec 02 02:43:51 +0000 2015, lmaooo my nigga. 😂😂😂,377696171
Wed Dec 02 02:43:29 +0000 2015,RT  I thought this was gonna be a legit site 😂 hate you bro  ,377696171
Tue Dec 01 21:14:07 +0000 2015,RT  The truth about cats👽 ,377696171
Tue Dec 01 20:58:11 +0000 2015,"   yea, its just a clip. I saw the full one on fb.",377696171
Tue Dec 01 20:55:59 +0000 2015,   this is a clip of the one we were talking about.,377696171
Tue Dec 01 19:48:09 +0000 2015,I dont think DJ Khaled is all there..,377696171
Tue Dec 01 18:16:50 +0000 2015,I could watch Creed like 10x in a row..,377696171
Tue Dec 01 03:13:39 +0000 2015,RT  Im dedicating my life to selling melons and tomatoes outside of San Diego city limits.,377696171
Tue Dec 01 02:53:37 +0000 2015, they can even swim 4 mph lol,377696171
Tue Dec 01 02:53:08 +0000 2015, then WHAT ARE THOSE ,377696171
Tue Dec 01 02:49:04 +0000 2015,All I want this year are some retro 11 72-10s. 😍 ,377696171
Tue Dec 01 02:33:09 +0000 2015,RT  It dont matter how good you look or how much money you have if you dont have a brain that functions at a higher level…,377696171
Tue Dec 01 02:31:40 +0000 2015,lmao my nigga. ,377696171
Tue Dec 01 02:31:20 +0000 2015,RT  And dont try to get with someone knowing that aint what you really want but think you can mold them into something …,377696171
Tue Dec 01 01:40:36 +0000 2015, Zaylee.,377696171
Tue Dec 01 01:08:09 +0000 2015,"Anyways, fuck the Broncos.",377696171
Tue Dec 01 01:01:04 +0000 2015,Its better to learn from others mistakes so you dont have to find yourself in unfortunate situations..,377696171
Tue Dec 01 00:58:25 +0000 2015,Tbh I thought I was bouta go in today. Dodged a bullet..,377696171
Mon Nov 30 22:15:55 +0000 2015,RT  Some of us suffer in silence,377696171
Mon Nov 30 21:49:40 +0000 2015,"Nervous, but fuck it. What can ya do..",377696171
Mon Nov 30 19:00:06 +0000 2015,"Fuck the Broncos, though. Im out. ✌🏽",377696171
Mon Nov 30 16:32:20 +0000 2015,Fuck the Broncos. Good morning.,377696171
Mon Nov 30 16:08:37 +0000 2015,Me rn. ,377696171
Mon Nov 30 07:14:54 +0000 2015,Now every time I get hype about something I start hitting that Hotline Bling where Drake is hitting the tennis ball.. 🎾,377696171
Mon Nov 30 07:08:47 +0000 2015,RT  Ppl rly making fun of the patriots for losing one game like the last time they lost wasnt 2014,377696171
Mon Nov 30 05:36:11 +0000 2015,You dont say? ,377696171
Mon Nov 30 05:21:07 +0000 2015,Fuck yea! We need the Gronk. ,377696171
Mon Nov 30 05:20:50 +0000 2015,"RT  Gronk is standing at his locker, bent over to pick up clothes. No crutches. Walking around.",377696171
Mon Nov 30 05:20:28 +0000 2015,RT   Eagles are going to face the angriest Patriots team in the world next week. Im picking the Patriots to win …,377696171
Mon Nov 30 05:18:49 +0000 2015, lol F U Chasity. 😑😂,377696171
Mon Nov 30 05:17:37 +0000 2015,I was bouta be schleep the we lost and I got pissed. Now Im not tired.. 😐,377696171
Mon Nov 30 05:13:15 +0000 2015,Ima be pissed till next Sunday when we smash the Eagles.. 😡🏈,377696171
Mon Nov 30 05:11:13 +0000 2015,I was more stressed about the game then going to check in with my PO tomorrow and telling him about my possession charge..,377696171
Mon Nov 30 05:09:36 +0000 2015, Well dont ask if you dont care. Just telling you how our offense was out..,377696171
Mon Nov 30 05:08:55 +0000 2015,Everybody talking shit about the Patriots can suck a fat dick and watch us win the SuperBowl..,377696171
Mon Nov 30 05:08:00 +0000 2015,Youre not a TRUE Bronco fan then 😂 ,377696171
Mon Nov 30 05:07:29 +0000 2015,"Edelman was out, Amendola was out, Lewis was out, and Gronk wasnt there to help in OT. ",377696171
Mon Nov 30 05:06:16 +0000 2015,"If Patrick Bitchass Chung wouldnt have been holding like a dumbass we wouldnt have even went to OT. Fuck, fuck, fuck..",377696171
Mon Nov 30 05:05:09 +0000 2015,Most of our offense was second string lol ,377696171
Mon Nov 30 05:01:34 +0000 2015,And that nigga let me down.. FuckTheBroncos,377696171
Mon Nov 30 05:01:12 +0000 2015,That game had me praying to a God I dont believe in..,377696171
Mon Nov 30 00:16:48 +0000 2015, I prefer Carls senior. lol,377696171
Sun Nov 29 23:17:19 +0000 2015,Im wearing the same shit thats in my avi cause its game day.. 🏈🇺🇸,377696171
Sun Nov 29 23:14:19 +0000 2015,Pats bouta tear that pony ass up tonight..,377696171
Sun Nov 29 23:11:56 +0000 2015,  Thats an easy Benji.,377696171
Sun Nov 29 21:54:47 +0000 2015, its a mandatory three days + interlock/probation but I bet theyll count last night as a day served.,377696171
Sun Nov 29 21:53:14 +0000 2015,Dont show this to Trump. ,377696171
Sun Nov 29 21:51:54 +0000 2015, probation. Which isnt shit but checking in once a month.,377696171
Sun Nov 29 21:51:21 +0000 2015," youll just do two bro. Then three 8 hour days of community service at the dump or sheriff dept., and a year of the interlock/DWI",377696171
Sun Nov 29 20:53:05 +0000 2015," I am a sinner. Who is probably gonna sin again. Lord, forgive me for the things I do not understand. 🎶",377696171
Sun Nov 29 20:50:45 +0000 2015, Gah diddly Bodiddy. I got one in May and this interlock bullshit is a pain in the ass and the monthly check ins. Smh.,377696171
Sun Nov 29 20:45:54 +0000 2015,RT   😂😂 lmfao!! No love in the dirty burque 😂,377696171
Sun Nov 29 20:41:58 +0000 2015, You see this? lmao ,377696171
Sun Nov 29 20:36:54 +0000 2015,RT  One thing Im guilty of is thinking ahead and stressing out. Relax and live in the now,377696171
Sun Nov 29 18:38:40 +0000 2015,Youre the definition of ratchet if you use the word finna instead of saying about to..,377696171
Sun Nov 29 07:00:01 +0000 2015,"RT   every time, same time of year, Needa go on somewhere else.. 😒",377696171
Sun Nov 29 06:06:59 +0000 2015,"RT  Oh, I have a cold. Sikeeeee, its just my sinuses ruining my life.",377696171
Sun Nov 29 06:06:55 +0000 2015,Same. ,377696171
Sun Nov 29 05:55:47 +0000 2015,RT  Real shit  ,377696171
Sun Nov 29 05:55:36 +0000 2015,Enjoy your highschool days my friends. After that you blend in with the rest of us and your popularity doesnt mean shit or pay the bills.,377696171
Sun Nov 29 05:52:57 +0000 2015, only to you. Feel special.,377696171
Sun Nov 29 05:51:35 +0000 2015, Ill remind you periodically.,377696171
Sun Nov 29 05:49:07 +0000 2015,We spend too much time dwelling on the shit that we cant change and not enough time focusing on what we can..,377696171
Sun Nov 29 05:43:22 +0000 2015,Sinus congestion is the worst part of the winter for me..,377696171
Sun Nov 29 05:42:05 +0000 2015,RT  How your girl expects you to treat any other girl thats not her 😹 ,377696171
Sun Nov 29 05:41:19 +0000 2015,"Unless Im drunk, I get pretty unpredictable. Sorry if thats my first impression.. 😅",377696171
Sun Nov 29 05:40:17 +0000 2015,People always assume Im an asshole based off my tweets until they meet me and realize Im a nice dude.. lol,377696171
Sun Nov 29 05:34:34 +0000 2015,"I dont know where Id be, without you here with me. Life with you makes perfect sense. Youre my best friend..",377696171
Sun Nov 29 05:32:48 +0000 2015,Peep this Hobbs. 👀 lol ,377696171
Sun Nov 29 05:29:56 +0000 2015,Ready to see my Patriots tear the Broncos up tomorrow.. 🏈,377696171
Sun Nov 29 05:29:05 +0000 2015,"Me too, girl. ",377696171
Sun Nov 29 05:28:44 +0000 2015,By my lonesome.,377696171
Sun Nov 29 05:28:26 +0000 2015,Hot tub and Brad Paisley type of night.. 🎶,377696171
Sun Nov 29 03:32:36 +0000 2015,"   Why you always being a beaner with your liquor, Aylin? 😂 lol jk. 🇲🇽",377696171
Sun Nov 29 03:30:23 +0000 2015,   😂😂😂 Thats my face every time.,377696171
Sun Nov 29 03:17:38 +0000 2015,Lol hell yea. ,377696171
Sat Nov 28 22:56:57 +0000 2015,RT  When you know almost every person they put on the newswest 9 page from Hobbs.. 😭😭  HobbsProblems,377696171
Sat Nov 28 22:55:26 +0000 2015, those are just your shoes.. lol,377696171
Sat Nov 28 22:39:38 +0000 2015,RT  Bruh😂😂 ,377696171
Sat Nov 28 22:39:12 +0000 2015,  They went from 3 legged race to My third leg in your face.,377696171
Sat Nov 28 22:35:14 +0000 2015,"Its not that deep, fam.. ",377696171
Sat Nov 28 22:29:19 +0000 2015,I didnt lose my virginity till after Jr. High. Now young hoes be throwing that ass back after play day..,377696171
Sat Nov 28 22:27:31 +0000 2015,"When you niggas find a girl that keeps to herself in public but is 100% comfortable around you, then youll be winning in life..",377696171
Sat Nov 28 22:24:56 +0000 2015,I miss my boy A-Will. We stayed clownin.. 😂,377696171
Sat Nov 28 22:24:20 +0000 2015,"RT   Ive been all over, there aint nothing else like em",377696171
Sat Nov 28 22:23:40 +0000 2015,Hobbs breeds a special type of ratchet..,377696171
Sat Nov 28 22:23:11 +0000 2015," You right bro, Hobbs breeds a special type of ratchet..",377696171
Sat Nov 28 22:22:36 +0000 2015,RT   &amp; we all know being pregnant dont stop em,377696171
Sat Nov 28 22:21:26 +0000 2015,RT   😂... But They get pregnant in highschool,377696171
Sat Nov 28 22:18:50 +0000 2015,Sometimes Twitter makes me want to fast forward a couple years where all these HS girls are pregnant and settled down from the bs.. lol,377696171
Sat Nov 28 22:13:51 +0000 2015,"The less people you chill with, the less bullshit you deal with..",377696171
Sat Nov 28 22:10:25 +0000 2015,RT  Thats why I dropped out 🌚 ,377696171
Sat Nov 28 22:09:20 +0000 2015,Yall were steady roasting this girl forgetting that white folks shoot up schools.. 😂,377696171
Sat Nov 28 22:07:26 +0000 2015,How can people take the time to hack a computer? I dont even have the patience to solve a Rubiks cube..,377696171
Sat Nov 28 22:02:17 +0000 2015,Anyways..,377696171
Sat Nov 28 22:02:02 +0000 2015,Why yall let irrelevant people have so much spot light.. lol,377696171
Sat Nov 28 20:53:12 +0000 2015,"RT  I woulda lost it had I been in this room
",377696171
Sat Nov 28 03:41:48 +0000 2015,   Why you always lying..,377696171
Sat Nov 28 03:14:21 +0000 2015,RT  Man to think back in high school nobody could say shit to us with out getting roasted on   …,377696171
Sat Nov 28 02:56:29 +0000 2015,  Dont get me started on the memes. 😂,377696171
Sat Nov 28 02:51:01 +0000 2015,RT    I spit out damn tea through my nose for laughin so hard😂😂,377696171
Sat Nov 28 02:48:20 +0000 2015, first person I thought of bro. 😂😂,377696171
Sat Nov 28 02:48:20 +0000 2015, first person I thought of bro. 😂😂,377696171
Fri Nov 27 22:01:49 +0000 2015,What do yall prefer?,377696171
Fri Nov 27 21:52:34 +0000 2015,Smh. Trippin.. lol ,377696171
Fri Nov 27 21:49:15 +0000 2015,RT  Yooo Futures lyrics are a cry for help but we dont care 😭😭 ,377696171
Fri Nov 27 21:41:35 +0000 2015,"Watching these dudes smoke in front of me and saying, Nah, Im straight when they try passing it is a huge step in my life.. 😅",377696171
Fri Nov 27 20:13:21 +0000 2015,Stuffing is nasty. Idk how people eat that slop..,377696171
Fri Nov 27 20:07:56 +0000 2015,RT  Honestly if Donald Trump gets elected America gonna look like when Plankton took over Bikini Bottom lmao ,377696171
Fri Nov 27 16:36:38 +0000 2015,I cant eat the same thing two days in a row. I need some Mexican food..,377696171
Fri Nov 27 07:53:41 +0000 2015,Krampus gotta be the dumbest looking movie in years..,377696171
Fri Nov 27 04:02:35 +0000 2015,And another $150! My niggas.,377696171
Fri Nov 27 03:24:18 +0000 2015,"Hell yea, just won $150 on some football squares..",377696171
Fri Nov 27 00:52:53 +0000 2015,Romo always getting hurt.. lol,377696171
Thu Nov 26 08:25:31 +0000 2015,RT   Im looking Rick Grimes in season 5 type shit lmao,377696171
Thu Nov 26 08:23:52 +0000 2015,Im looking ISIS as fuck. ,377696171
Thu Nov 26 07:58:27 +0000 2015,"RT  Monotheism God is my personal sky daddy 

Deism God is on a leave of 
absence 

Pantheism Everything is God

Atheism…",377696171
Thu Nov 26 07:52:56 +0000 2015,RT  “&amp; the F is for fast food” ,377696171
Thu Nov 26 07:33:41 +0000 2015,RT  when your homie keeps playing around but you serious as fuck ,377696171
Thu Nov 26 07:23:59 +0000 2015,  Same my nigga. 😂😂,377696171
Thu Nov 26 07:22:04 +0000 2015,"  Me too, I was trying to get my grub on. 😂",377696171
Thu Nov 26 06:37:17 +0000 2015,When my iPhone stays on the same battery percentage for a long time I know its bouta die out of no where..,377696171
Thu Nov 26 06:36:17 +0000 2015," Im playing, Mayra. Smile. 😅",377696171
Thu Nov 26 06:35:21 +0000 2015," New life, same breathe. Its Rodge, my nigga.",377696171
Thu Nov 26 06:34:05 +0000 2015, Do you accept Trident layers with yo hot ass breath?,377696171
Thu Nov 26 06:26:10 +0000 2015,The reason why El Cabellero was closed today. Smh.. ,377696171
Thu Nov 26 06:13:03 +0000 2015, *Pie. Thanksgiving spirit.,377696171
Thu Nov 26 06:11:54 +0000 2015,McDonalds worse for you than weed..,377696171
Thu Nov 26 06:10:09 +0000 2015,Ive gotten in so much trouble for possessing a plant that my nigga Abe Lincoln used to chief on the daily..,377696171
Thu Nov 26 06:09:30 +0000 2015,Cant believe weed is still illegal..,377696171
Thu Nov 26 06:08:01 +0000 2015,Didnt mean to put a comma lol,377696171
Thu Nov 26 06:05:21 +0000 2015,"I always invite people with no where to go, to my house on thanksgiving.",377696171
Thu Nov 26 04:19:16 +0000 2015,"I need to watch, Creed.",377696171
Thu Nov 26 04:17:40 +0000 2015,I wasnt playing.. 🐩 ,377696171
Thu Nov 26 04:13:18 +0000 2015,RT   thats the best part....He uses it 😭😭😭,377696171
Thu Nov 26 04:09:45 +0000 2015,The Man In The High Castle is a bad ass series..,377696171
Thu Nov 26 04:07:34 +0000 2015,Introduce him to some Cocoa butter. ,377696171
Thu Nov 26 04:06:24 +0000 2015,I miss my girl so Im gonna go to her house and sleep in her bed with her poodle..,377696171
Thu Nov 26 01:16:55 +0000 2015,RT  New research has found that lonely people have superior social skills compared to people who arent lonely.,377696171
Wed Nov 25 19:19:52 +0000 2015, lmao hell yea 😂😅,377696171
Wed Nov 25 19:17:35 +0000 2015, I aint seen his ass in like a year and havent seen him on social networks. lol,377696171
Wed Nov 25 19:14:13 +0000 2015,What ever happened to that dude Tye Lucas? lol MIA,377696171
Wed Nov 25 19:08:23 +0000 2015,Why do white people keep doing this to themselves? ,377696171
Wed Nov 25 19:02:09 +0000 2015,RT  when ur family is all roasting you at thanksgiving dinner an then ur grandma steps in and says to leave u alone ,377696171
Wed Nov 25 17:44:47 +0000 2015,RT  Pray fa Boosie. The rapper revealed on Instagram today that hes been diagnosed with cancer ,377696171
Wed Nov 25 04:53:22 +0000 2015,RT  SAVAGE AF ,377696171
Wed Nov 25 02:33:01 +0000 2015,Anxiety is a bitch..,377696171
Tue Nov 24 04:28:16 +0000 2015, lol thats how I felt living in Houston. East Texans dont know real Mexican food.,377696171
Tue Nov 24 03:58:36 +0000 2015,Still pissed. ,377696171
Tue Nov 24 03:48:34 +0000 2015,Gronk needs to do something besides taking up space. Smh..,377696171
Tue Nov 24 03:40:25 +0000 2015,RT  Fuck this game. Refs killed the momentum for the patriots.,377696171
Tue Nov 24 03:40:07 +0000 2015,"RT  Fuck the refs.
Fuck the commissioner.
Fuck the Buffalo Bills.",377696171
Tue Nov 24 03:37:18 +0000 2015,I guess this is how Cowboy fans felt when Dez caught it..,377696171
Tue Nov 24 03:35:12 +0000 2015,That shit has me heated,377696171
Tue Nov 24 03:34:58 +0000 2015,Im so pissed we just got robbed of a Touchdown. Fuck the Bills and the refs..,377696171
Tue Nov 24 01:11:56 +0000 2015,RT   I wont grand chirren wit goot eyebrow herro prease,377696171
Tue Nov 24 00:48:42 +0000 2015,Ling Ling better calculate the circumference before she throws that ass in a circle..,377696171
Tue Nov 24 00:47:01 +0000 2015,The Chinese lady that waxes my eyebrows told me to marry her daughter cause she wants grandkids with good eyebrows.. 😂,377696171
Mon Nov 23 23:44:25 +0000 2015, I scrolled my feed and couldnt find it again. Look up El Salvadorian murdered in street or some shit like that.,377696171
Mon Nov 23 23:22:38 +0000 2015," lol hell yea, I seen that shit too. I dont even flinch anymore cause so many people post that typa shit.",377696171
Mon Nov 23 03:01:25 +0000 2015,They dont know the half. They just know what I tell them..,377696171
Sun Nov 22 21:58:15 +0000 2015,People cant call me a bandwagon if Ive been reppin Pats since I was seven. This pic is from 13 years ago.. 🇺🇸 ,377696171
Sun Nov 22 21:55:41 +0000 2015,As a true Patriots fan I hate the ones who have hopped on the bandwagon within the last 5 years. Yall aint fans. Smh..,377696171
Sun Nov 22 21:49:56 +0000 2015,RT  A recent study found that poor kids are more likely to be generous than rich kids.,377696171
Sun Nov 22 19:48:32 +0000 2015,Why Snoop look like a crack head? ,377696171
Sun Nov 22 18:56:10 +0000 2015,Cowboys still a team?,377696171
Sun Nov 22 18:12:55 +0000 2015,My dad is in Miami for the Cowboys game. Must be nice..,377696171
Sun Nov 22 02:50:42 +0000 2015,Playing Flappy Bird on my old iPhone.. lol,377696171
Sun Nov 22 02:48:37 +0000 2015,It feels so damn late..,377696171
Sun Nov 22 01:53:04 +0000 2015,RT  Feed the right wolf!!! ,377696171
Sun Nov 22 01:10:05 +0000 2015,RT  When Michelle start wearing less &amp; going out more ,377696171
Sun Nov 22 01:09:02 +0000 2015,Aint got shit on Escobar though. RIP ,377696171
Sun Nov 22 01:08:01 +0000 2015,RT  BE SAFE OUT HERE MY NIGGAS ,377696171
Sun Nov 22 00:50:32 +0000 2015,RT  welp. ,377696171
Sat Nov 21 03:21:51 +0000 2015,"RT  A study found that two hours of silence per day prompts cell development in the hippocampus region of the brain, where memor…",377696171
Fri Nov 20 23:27:31 +0000 2015,"Some random Mexican just asked if he could pick all the pecans in my front yard.. Knock yourself out, Juan. Knock yourself out.",377696171
Fri Nov 20 23:24:41 +0000 2015, what if theyre just a quarter as bad?,377696171
Fri Nov 20 23:20:33 +0000 2015,  I like it.,377696171
Fri Nov 20 22:22:02 +0000 2015, lol I do the same shit. Ill sell my Yamaha to you if you want an electric one some time soon.,377696171
Fri Nov 20 18:52:53 +0000 2015,This nigga high af.. ,377696171
Wed Nov 18 17:52:30 +0000 2015,I love mine. ♠♣ ,377696171
Wed Nov 18 17:51:36 +0000 2015," Call me when youre off bro, Ill roll thru.",377696171
Wed Nov 18 17:51:14 +0000 2015,RT  I feel like I havent seen  in years..😂😂,377696171
Mon Nov 16 05:15:28 +0000 2015,RT  I hate when someone who knows theyre attractive say they are ugly when you give them a compliment alight monkey looking…,377696171
Mon Nov 16 05:15:17 +0000 2015,RT  this disabled chihuahua is best friends with a chicken ,377696171
Mon Nov 16 00:50:51 +0000 2015,That game had me sweatin 9-0 Patriots,377696171
Sun Nov 15 18:36:32 +0000 2015, sad day to be a cheese head..,377696171
Sun Nov 15 18:36:04 +0000 2015,lol wtf? 😂 ,377696171
Sun Nov 15 18:32:12 +0000 2015,I think Im the only one whos never liked the rain..,377696171
Sun Nov 15 18:06:58 +0000 2015,This bitch done lost her mind.. ,377696171
Sun Nov 15 07:23:47 +0000 2015,Whos a real nigga and who aint one. Pleeeaaase..,377696171
Sun Nov 15 03:56:02 +0000 2015,Nothing ever happens in this town word to Adele..,377696171
Sun Nov 15 01:26:13 +0000 2015,When do the fights start?,377696171
